700.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
701.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
702.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
703.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
704.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
705.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
706.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
707.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
708.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
709.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
710.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
711.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
712.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
713.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
714.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
715.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
716.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
717.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
718.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
719.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
720.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
721.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 4.73e-05
722.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.34e-04
723.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.72e-04
724.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.40e-04
725.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 5.10e-04
726.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.37e-04
727.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.57e-03
728.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.23e-03
729.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 6.57e-03
730.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.44e-02
731.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.24e-02
732.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 7.52e-02
733.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.79e-01
734.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 4.01e-01
735.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 7.17e-01
736.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.22e-01
737.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.69e-01
738.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.72e-01
739.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.80e-01
740.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.82e-01
741.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.85e-01
742.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.86e-01
743.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.88e-01
744.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.89e-01
745.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.90e-01
746.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.86e-01
747.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.86e-01
748.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.84e-01
749.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.87e-01
750.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.86e-01
751.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.88e-01
752.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.89e-01
753.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.87e-01
754.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.87e-01
755.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.87e-01
756.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.84e-01
757.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.83e-01
758.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.82e-01
759.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.83e-01
760.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.81e-01
761.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.82e-01
762.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.84e-01
763.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.86e-01
764.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.88e-01
765.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.87e-01
766.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.88e-01
767.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.87e-01
768.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.86e-01
769.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.81e-01
770.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.82e-01
771.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.80e-01
772.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.79e-01
773.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.82e-01
774.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.87e-01
775.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.85e-01
776.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.88e-01
777.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 9.88e-01
