700.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
701.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
702.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
703.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
704.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
705.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
706.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
707.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
708.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
709.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
710.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
711.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
712.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
713.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
714.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
715.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
716.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
717.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
718.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
719.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
720.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
721.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.61e-05
722.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 4.58e-05
723.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 5.88e-05
724.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.17e-04
725.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.76e-04
726.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.24e-04
727.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 5.47e-04
728.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.13e-03
729.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.29e-03
730.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 5.04e-03
731.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.14e-02
732.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.66e-02
733.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 6.37e-02
734.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.43e-01
735.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.56e-01
736.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.30e-01
737.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.48e-01
738.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.51e-01
739.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.55e-01
740.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.57e-01
741.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.59e-01
742.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.60e-01
743.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.61e-01
744.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.62e-01
745.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.65e-01
746.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.66e-01
747.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.67e-01
748.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.67e-01
749.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.69e-01
750.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.69e-01
751.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.71e-01
752.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.73e-01
753.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.74e-01
754.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.75e-01
755.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.76e-01
756.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.76e-01
757.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.77e-01
758.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.78e-01
759.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.78e-01
760.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.78e-01
761.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.78e-01
762.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.79e-01
763.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.81e-01
764.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.83e-01
765.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.84e-01
766.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.89e-01
767.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.89e-01
768.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.89e-01
769.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.88e-01
770.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.89e-01
771.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.89e-01
772.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.89e-01
773.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.92e-01
774.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.98e-01
775.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.98e-01
776.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.99e-01
777.0 ,0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.99e-01
